text,emotion
cây tre có tận trăm đốt luôn hả ???,POSITIVE
chẳng thấm vào đâu . so với số tiền khủng kiếm được . hằng ngày mụ ta nói khoác lác vài câu .???,NEGATIVE
tớ chỉ an ủi bạn í thôi mà :(,NEGATIVE
"haa ... haa ... ! đúng là có thay đổi lớn ! ngồi nhâm nhi ly cafe , phì phèo điếu thuốc nhìn thiên hạ cũng vui kkk ... !",POSITIVE
và cuối cùng là được đối xử như một thằng con trai luôn ..,NEGATIVE
thật tình mà nói cao su phát triển đất đồi là sai lầm .,NEUTRAL
chỉ có màn hình là xấu thui,NEUTRAL
tôi đã xem đi xem lại 3 lần và xem lại lần hai mới hiểu hết nội dung và thấy hay hơn khi xem lại lần 3 . ai chưa xem hãy vào xem thử 2 lần !,POSITIVE
đéo liên quan nhưng đéo mày bữa nay tao đéo đi ỉa vì con củ lol này :),NEGATIVE
đã năm 2000 . người ta cho mượn 200 tr rồi .. từ đó về sau nhà người ta có cần 25 tr / tháng hay không ???,NEUTRAL
dm gớm chó thiệt chứ,NEGATIVE
hãy xử tù chung thân bọn người mất nhân tính gây ra nghiệp chướng này,NEGATIVE
ông trời cho mình lũ bạn cờ hó quá ấy mà :),POSITIVE
bộ phim truyền cảm hứng hay nhất =),POSITIVE
ông này có võ thiệt 😁😁,POSITIVE
gớm quá . nhớ lại lúc còn đạp xe đi học cán qua mấy lũ nay kêu bốp bốp rợn hêt cả da gà da vịt 🤢🤢🤢🤢,NEGATIVE
thôi tốt nhất là chịu thua đi . thắng hay thua cũng đâu có được gì .,NEUTRAL
giỡn ngu kiểu đó người ta bị tim giật mình chết rồi sao . giỡn với mình kiểu đó mình đánh cho vỡ mồm luôn,NEGATIVE
hiện tại mình chưa người yêu bạn nam nào chưa có người yêu thì lo cua mình đi nhá đến khi mình có người yêu rồi thì đừng hối hận đấy huhu,NEGATIVE
hihi lâu lắm rùi mới thấy nó,POSITIVE
ủa chuyển biến bất ngờ vậy,POSITIVE
tội này nên cho đi tù cả lũ đi người mình hại người mình 😡,NEGATIVE
giống tao . nhưng cô ấy có hiểu đâu,NEGATIVE
mai xem lại phim nay . phim rất hay .,POSITIVE
sao có dầu ăn ở đây nhỉ ?,POSITIVE
"đang định đi nhổ răng khôn , nghe được tin này thấy ghê răng 😁",NEGATIVE
dàn lông chân =))))),NEUTRAL
may mà còn gỡ lại được 1 miếng sắt lớn của tàu hỏa nó bung ra nên bán đi cũng đỡ được vài đồng . kaka,POSITIVE
per sự thích thể hiện của các bạn mà bóng đá per tốn một món tiền không nhỏ ! 😩🙏🤕,NEGATIVE
yêu quá hóa điên 🤣,POSITIVE
"thương tra ̀ o nươ ́ c mă ́ tao ... cuô ́ i cu ̀ người thi ̀ ban la ̃ nh đa ̣ o bă ́ c ninh đa ̃ lên tiê ́ người giu ́ p đơ ̃ ca ́ c be ́, du ̀ qua ́ muô ̣ n @",NEGATIVE
"thanh niên bỏ nhà theo trai rồi bầu bắt sen chăm , thứ hoàng thượng dâm tà",NEGATIVE
má chủ dễ thương vậy tao cũng muốn xin,POSITIVE
ngày trước mình qua singapore cũng vậy . dư hành lý 2 chi em mă ̣ c 4 bộ lên người kkk,POSITIVE
đây là hội à mày ? làm tao phải lên gg tra sao lại đông người thế :)),POSITIVE
chủ tịch giả làm ăn xin và cái kết . đừng bao giờ coi thường người nghèo,NEGATIVE
cai nay do co roi . ai con ban nua không,NEUTRAL
dự là 30 mà 30 sợ già quá chả chó nào nó rước . năm nay đã 26 rồi mà vẫn chả ai thèm yêu 😔😔😔,NEGATIVE
khi mày tắt điện thoại một buổi sáng và tao nhảy tưng tưng lên :),NEUTRAL
"sao vẫn còn người tốt trong xã hội này , đáng khâm phục",POSITIVE
haha tao trúng số thật này,POSITIVE
per giống súp lơ của bạn mình,NEUTRAL
wao đáng yêuc vậy chời ơiiii,POSITIVE
"tui đây vừa vô phòng thì con vợ mặt trắng bóc nhảy ra đây , tưởng là ma",NEGATIVE
bạn này yêu bố nhiều lắm mới vui vì bị bố mắng . chứ ai đời bị la mắng mà kể lại cho người khác nghe mà vui đến thế,POSITIVE
nó cười mà muốn rụng tim 😂💔,POSITIVE
tuyệt thật,POSITIVE
tao gửi từ ngã tư đồng đội cơ mà đi xa vãi,NEUTRAL
kiểu cá tính nét đẹp mang nàn gió mới . chứ không phải nét đẹp công nghiệp đại trà .!,NEUTRAL
"đang tính đi nhổ răng khôn ( à quên , nó ngu chứ khôn đéo gì ..) nghe được cảnh báo này chắc không dám đi nhổ luôn .",NEGATIVE
con này là con lợn hay con gấu hay con ong vậy ????,NEUTRAL
còn tao thì còn không có nổi 1 người tỏ ra thân thiết quan tâm cơ . _ .,NEGATIVE
hơn cả bộ phim kinh dị !,NEGATIVE
rất nguy hiểm nhé nhảy không qua là xác định dập mặt,NEGATIVE
t chỉ chờ đết lúc nó lôi ra xem được cục to như ngón tay không,NEUTRAL
dm đạp xe đã mệt lòi cứt ra xong còn hỏi hỏi cái beep,NEGATIVE
đỡ mua cuốn sổ 5 ngàn =)),POSITIVE
cho hỏi cây cầu này ở đâu vậy ... ai biết chỉ dùm tôi cảm ơn ! 😂,NEUTRAL
sao lại ga lăng z được ta,POSITIVE
cứ mỗi lần cắt tóc xong tao lại thấy biết ơn bố mẹ vì đã sinh ra tao đzai vãi :))),POSITIVE
tao tưởng tới đoạn per tuyên bố hôn nụ hôn chia tay chứ … ai ngờ kết quả lại khác bây,POSITIVE
per đúng chất em lun hâha,POSITIVE
đi chơi mẹ tao cũng không tha cho tao :) chửi tao làm mất buổi vui luôn á,NEGATIVE
đáng yêu quá ! tình yêu ông bà thật đẹp !,POSITIVE
suốt ngày bị chửi ??,NEGATIVE
định share mà đọc bình luận tắt con mẹ nó cảm xúc :(((((,NEGATIVE
hicc thương em,NEGATIVE
per mẹ copy đây làm bố tưởng nay mày hiểu đời văn chương hơn,NEGATIVE
"còn những người bình thường rất dữ , thật ra họ hiền lắm , nội tâm lắm",NEUTRAL
không biết mình có được may mắn như cụ bà này không,NEUTRAL
chứ sao mày không ngủ mà kêu tao ngủ,NEUTRAL
mình thi xong còn không khóc được 😢,NEGATIVE
đó cũng là cái cốt lõi cái then chốt thúc đẩy ông phát tiển sách lược của mình bằng cái tâm và cái tầm .,NEUTRAL
mai người ta đi học mai tao đi du lịch ố la la =))))))))))))),POSITIVE
"per nuôi móng đi anh , mai mốt cắt đem vô triển lãm",NEUTRAL
anh ơi đây này per,NEUTRAL
phải chi có người yêu nhắn tin ngọt ngào như này,POSITIVE
huhu nó bị điên à ?,NEUTRAL
đó cứ có phải trông giàu sang phú quý là sẽ sòng phẳng đâu,NEUTRAL
"tuyệt với , ước mơ hồi nhỏ của tôi đã được cậu bé này thực hiện",POSITIVE
per nơi tình yêu bắt đầu kìa bao nhiêu,NEUTRAL
"mình thấy cũng bình thường 🤔 ny mình ủ hũ mắm tôm , mắm tép nếu tiếp tục không rửa chắc hơn 30 năm nữa là đạt kỉ lục thế giới “ ủ mắm tôm ” 60 năm mất 🤦🏻‍♂️",NEGATIVE
"66 năm không làm việc nhà giúp vợ hoặc có làm thì cũng phát được , phát không",NEGATIVE
ôi tao đã tìm được người cùng hành tinh ?,POSITIVE
dăm ba cái yêu đương vớ vẩn :)),NEGATIVE
à thì ra là vậy,POSITIVE
tự nhiên muốn có con 😐 dume,POSITIVE
đại học vui lắm cậu :)) weeee,POSITIVE
thằng nào quảng cáo xe vãi thế,POSITIVE
bé xinh quá,POSITIVE
"hồi lớp 1 đú theo lũ bạn về học nấu . thế là cơm sống , sợ quá vùi gạo trong đống tro",NEGATIVE
khang khang 1 thời cùng nhau vui say ! bjo thì khác rồi thân ai nấy lo hở chị hố hố ;)),POSITIVE
per cấm dừng đỗ đâu cụ thớt ???,NEUTRAL
ai thấy pha cuối phê vãi không,POSITIVE
"bị ám ảnh hồi bé đi nhổ răng , không dám đi nha sĩ nữa :((( huhu 😭😭",NEGATIVE
thực ra chủ nó cũng bẩn vãi :) vầy quá kinh dị rồi :),NEGATIVE
per sợ nhện đúng không :)),NEGATIVE
giun này mà xào thêm ít xả ớt thì tuyệt cú mèo 🤣,POSITIVE
nhiều lúc tủi thân vãi_chưởng huhu,NEGATIVE
con đũy ngổng ngáo,NEGATIVE
vn là vậy . bn công chăm sóc của tao đổ sông đổ biển .,NEGATIVE
đồ điên . quét đéo được thì lấy máy hút bụi hút mẹ hết đi . hét hét cái lol gì =))),NEGATIVE
🤣 lau mặt bằng quần chíp của vợ à ?,POSITIVE
per hèn gì thấy ngày nào anh cũng đi tập 😂😂😂,NEUTRAL
nhà tạp hoá đấy hả ... :)))),NEUTRAL
vẻ đẹp phi giới tính luôn,POSITIVE
có người yêu coi bộ cũng vui 🙂,POSITIVE
per b trà ơi . năm nay là pải mạnh dạn và bất chấp nhé 🤣🤣🤣,POSITIVE
sao nhiều thằng cưa bàn giống tao vậy ??,POSITIVE
vừa đây về đông kinh hồn càng về đêm càng đông,NEGATIVE
"tuổi thơ tao gặp toàn trai bánh bều , mít ướt . toàn là tao galang , dỗ dành . ôi cái cuộc đời này per",NEGATIVE
về vườn rồi sớm quá,NEUTRAL
lúc đầu tao còn tưởng thật ấy chứ,NEUTRAL
chắc mình là thánh nguy hiểm,POSITIVE
"ko phải con mình , mà xem còn thấy đau như vậy huống gì người trong cuộc . thật là phẫn nộ mà . cơ quan chức năng làm việc quá chậm trễ , đến giờ mà vẫn chưa tìm ra người chịu trách nhiệm . 😠😠😠😠😠😠",NEGATIVE
per mang võng ra không lại tủi không thể ngồi,NEUTRAL
nổii da gà hic,NEGATIVE
tạm biệt sếp và mong sớm có ngày sếp quay lại ...,NEUTRAL
ôi cưng cưng quá,POSITIVE
nhà tao vẫn nấu . à mà lâu lâu tao về nấu một lần thì không cháy cũng nát,NEGATIVE
"mày đấy , đừng làm tao đau đầu thêm",NEGATIVE
bỏ quên não đó chứ đâu phải rác 😂,NEGATIVE
cảm ơn đoi tình nguyện viên nhớ có các bạn mà người dân bớt vất vả hơn,POSITIVE
còn các bạn đặt bánh của mình toàn gửi cho người yêu . chắc câu chuyện này còn buồn hơn :((,NEGATIVE
dự là sắp có án mạng xảy ra 😂,NEUTRAL
rồi khi mày có 1 ít tiền :)) mày mới phát hiện ra còn đéo cả có người đi cùng cơ,NEGATIVE
tao ở thanh hà và nhà tao không quả vải nào hết 😂,NEGATIVE
toàn bọn lùn haizz,NEGATIVE
nhưng liệu như vậy sẽ dễ dàng để người khác xen vào không :),NEUTRAL
per nhớ lần mua mộc ra bờ sông ghê . đã thế còn làm li đặc biệt . dm,NEUTRAL
"per anh không nặn đi , mai mốt nó sẽ chaii dầy nè hihii :)))",POSITIVE
nó ăn chay mà,NEUTRAL
đừng trách anh vô tình vì em đã vô tâm,NEUTRAL
giờ lắm bọn biến thái thế,NEGATIVE
dăm ba cái kỉu đây hồi nhỏ tao đốt chấy vài á mà 😃,POSITIVE
"ngày xưa , ngoài thú vui chọc chó dí , còn chọc cho ngỗg rượt . cách giảm cân hịu quả nhất cho mấy đứa lười 😂. nhớ lại vui thật , đúg là thời sửu nhi .",POSITIVE
tuyệt vời . aeon mall có khác,POSITIVE
đúng là ổng có vợ rồi có khác . không cần lấy áo làm tóc nữa mà có hẳn váy để mặc rồi 😂😂😂😂,POSITIVE
mong ông bà nhiều sức khoẻ . đáng yêu thực sự 😍😍😍,POSITIVE
cảm ơn các anh chị báo chí phóng viên đã đưa tin . mong cơ quan chức năng hãy làm thật nghiêm . thật mạnh tay vụ này . đến khổ mấy đứa nhỏ . mưa rét thế này . càng nghĩ càng tức .,NEGATIVE
khi bạn đặt quá nhiều niềm tin vào người khác,NEUTRAL
và rồi cô ấy sẽ mãi mãi không có người yêu =((,NEGATIVE
eo hiểu người ta đỗ lòng đường vỉa hè thì rộng . chỉ lên nhắc người ta đỗ lùi xuống không ngã 3 thôi chứ đường của các bà đâu . có thế cũng đưa lên . ko ai bênh cái này đâu . ích kỉ nó vừa thôi,NEGATIVE
phải chi quán đầu tư cái máy hút bụi thì đỡ cho anh ấy quá =))),NEUTRAL
"tao cũng là người cuối cùng ra khỏi căn phòng ấy , ngắm nghía lần cuối rồi rời đi , khép lại 3 năm đẹp nhất của đời người . tao không khóc nhưng trong lòng rối bời , muốn ôm hết all vào mình .",NEGATIVE
"đang làm nhiệm vụ mà cứ léo nhéo thế nhỉ , để cho cán bộ gọi về cho chỉ huy đi",NEGATIVE
đây là cách các chàng trai thu hút sự chú ý của các cô gái hả ?,POSITIVE
giờ còn thể loại dâm ô nam sinh mới ghê :))),NEGATIVE
"per đi làm với c mình vui hết xẩy , trừ những lúc khó tính :))",POSITIVE
per cảm ơn mọi người . do em thích mấy cái văn hoá tưng vùng để tìm hiểu,POSITIVE
"ngu bỏ mẹ ... làm giàu cho bọn bán vàng thì có , trước mắt thần tài đến các tiệm vàng , còn mấy thằng mua , thần tài chưa thấy đâu vì vài ngày sau vàng sẽ tụt giá chắc chắn sẽ lỗ mẹ nó rồi ..( lỗ 3 cái : giá tụt , giá mua vào và tiền công nếu là vàng thời trang ) - còn cái kiểu chơi bời không lo làm ăn , chỉ có làm biếng mà hàng tháng cứ cầm 3 cây nhang khấn vái thần tài mong tài lộc tới thì có cái lol ý ..",NEGATIVE
đm phải tao tao chửi mả bố nhà chúng nó lên chứ trêu trêu cái lol 😒😒 vả cho mỗi thằng ml vài cái chứ ở đấy cho chúng nó quây rồi nhăn nhỉ với nhau ..,NEGATIVE
sếp như nào nữa còn sếp tôi thì như lònnnnnnn,NEGATIVE
2 thằng chúng mày lại không làm gì được ư ?,POSITIVE
"trung thu là ngày cho trẻ em chứ đéo phải ngày tạo ra trẻ em nhé . dume bọn có gấu tém tém lại , kiểm tra xem có thêm cái sừng nào không ?",NEGATIVE
đợi em đủ tuổi anh chờ được không ?,NEUTRAL
thôi tốt nhất đừng có diễn . nể nhất mấy bố giả vờ khóc xong ôm ôm lợi dụng rờ mông con gái nhà người ta,NEGATIVE
rơi mất tim . nguy hiểm thiệt ^^,NEGATIVE
a ấy nói đúng vầy vừa nta dọn cũng khổ nta chứ . phục vụ xog lại phải dọn nữa,NEUTRAL
hãy nên trân trọng những người bạn như vậy .,POSITIVE
nguy hiểm,NEGATIVE
khó hiểu lắm,NEUTRAL
đoạn cuối yêu mún chết,POSITIVE
như 1 canh bạc ấy nhỉ @@,NEUTRAL
ai có link nhạc mấy bài trên không ạ hay vãi ra,POSITIVE
do chính sách quản lý yếu kém mới ra vậy đó,NEGATIVE
tao chỉ lên ngắm cảnh tí xíu mà mày cũng dìm tao :)))),NEGATIVE
một câu chuyện cổ tích xiaolon đầy tính nhân văn !!!,NEGATIVE
ranh con mà láo toét . xem đến đoạn này mà phát bực,NEGATIVE
bọn dân trí thấp tưởng thế là hay .,NEGATIVE
bố mấy thằng bệnh,NEGATIVE
tao mà biết tụi bây là mấy con đĩ nào tao nhổ lông lồn tao lắc hai cái mép lồn chết mẹ tụi bây 🙂,NEGATIVE
trừ chết ra thì mọi chuyện đều có thể giải quyết 💪,NEUTRAL
may cho mày con nhà gia đình khá . chứ nghèo như tao khổ rồi .??,NEUTRAL
hồi bé tôi cũng bị chửi cả ngày từ sáng chí tối ! nhưng không phải bố tôi mà là bà nội tôi !,NEGATIVE
chủ thớt sao xinh gái thế =)),POSITIVE
nó lại dễ con ạ :v,POSITIVE
t thua cả đứa con nít nữa ám ảnh vãi,NEGATIVE
wow không thê tin được bô mong tay day thât kinh,POSITIVE
hoá nhện tỏ tình đấy :)))),POSITIVE
sợ xanh mắt mèo,NEGATIVE
lập đội cảnh sat chuyên đi dẹp những nơi tụ tập như thế,NEUTRAL
ông tổ của những cái sừng là đây sao ??? 🤣,POSITIVE
dth quá haha,POSITIVE
"per 2ce thì có thể làm được , ly mà làm như vầy thì 🤣",NEUTRAL
cái này phải hơn 20 năm rồi . lần đầu không biết canh lửa nên cơm khét hoài 🤣🤣🤣🤣🤣,POSITIVE
à ừ đúng rồi tin người quá đến lúc nó đâm cho cũng không biết,NEGATIVE
như kiểu sắp bị hiếp dâm đến nơi vậy . tế sống luôn mấy thg lol 🙂 dcm,NEGATIVE
thằng khốn nạn,NEGATIVE
đó là dấu hiện của sự trưởng thành =))))))))),POSITIVE
ngu thì chết ...,NEGATIVE
per biết phân biệt phải trái không vậy ??? và có biết đỗ như thế nào là đúng luật không ???,NEGATIVE
em ghét nhất loại này . dính vào điểm mù của xe to thì ăn cức cụ ạ .,NEGATIVE
đứa con gái nào mà đề nghị là biết bị ma nhập mà né nha mấy cha,NEGATIVE
xong bỗng nhiên một ngày mất hút không để lại 1 hạt bụi,NEGATIVE
bác này nói hay,POSITIVE
per bá đạo quá 😁,POSITIVE
bọn trẻ trung quốc thời nay ăn gì mà cao thế nhỉ,POSITIVE
